gsib_bank,bank,year,quarter,role,content,sentiment_finbert_label,sentiment_finbert_score,pra_category
JPMorgan,Evercore ISI,2024,Q3,analyst,"Hi. Thanks very much. And so glad Jamie didn't say what he was about to say because that's the answer to this question. So we've seen a couple more banks entering partnerships with alternative managers. We've seen limited loan growth for a few years now, market-related also; limited flows into fixed income funds, yet plenty of growth in private credit in general. And you're one of the best asset managers on the planet, but in my view, less dominant in all things private credit. So maybe you could talk about what things you're working on and why that's too narrow of a view of your ability to serve all parts of clients’ lending needs, not just the public markets and public lending side. Thanks.",positive,0.6241319776,Credit risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah. So let me take time to cover this one, because obviously it has become very important. People talking about how they're growing and partnering and things like that. And so first and foremost – I’m going to talk about very strategic and then very tactical, I think they're both important. First and foremost, we are here to give our clients an agnostic view of the world and what the best product and services are for them. Therefore, when a client comes in, we will offer them both direct lending, ourselves, and syndicated lending or other specialized kind of lending. And they all have pluses and minuses. Direct lending could be done faster, maybe simpler covenants, unitranche. It is more expensive and you're just seeing a little things go back and forth between syndicated lending and direct lending. But we're going to offer the clients basically what's in their best interest and tell them what those products are across the venue. We mentioned before in the past that we allocated $10 billion of capital to make direct loans. We've actually deployed a lot of capital. Some of those have already been paid off, some of it’s done. So we are going to do it directly and we are going to – $10 billion could be $20 billion or $30 billion, not limiting it today. I will say today, we're extending. We will do $500 million, we will do $1 billion, we will do more than $1 billion, we'll do it sole-handed or we'll do it with partners. Very importantly, we are not going to allocate ourselves to one partner. So we have – I think we've announced a bunch of co-lenders, but that just creates more flexibility and more size. We're not going to use that flexibility to slow it down and have to get permission from everybody, because like I said, JPMorgan could underwrite it and own it like a bridge loan and syndicate it after the fact. And we're going to use our own risk measures and stuff like that, again, all in the service of the client and making sure we're offering them the best thing. And we're going with different strategies. We're not going to tie ourselves exclusively to one capital provider. I think that would limit what we could offer our clients, it probably would be more price competitive. We could do some of this very specific thing and not the solution that this is the third-party capital provider. That's our strategy. We're going to be there, we're going to do it, and we're going to do it in spite of the fact there's capital arbitrage taking place. So if you look at the arbitrage today, where a bank has to hold for things, where insurance could, they are dramatically different. That's a disadvantage, but we've had those disadvantages in other businesses for a long time. We are going to do what's right for the client. Remember, when we do business with a client, we also get other revenues off of them. So it isn't just the loan; we look at the whole relationship. So we're quite comfortable we can compete. I just announced much bigger lending platforms and sizes and stuff like that, so I hope if any of the press is on they heard this too.",neutral,0.8510778546,Capital adequacy
JPMorgan,Evercore ISI,2024,Q3,analyst,All right. Thanks for all that. Operator: Thank you. Our next question comes from the line of Gerard Cassidy from RBC Capital Markets. Your line is open.,neutral,0.998686254,Capital adequacy
JPMorgan,RBC Capital Markets LLC,2024,Q3,analyst,"Good morning, Jeremy, and good morning, Jamie. Jeremy, when you guys look at your current capital ratios, they are obviously very healthy. Can you guys give us some color on the new Basel III? We don't know what the specifics are, but as Vice Chair Barr touched on some of the specifics, it looks like capital requirements for yourself and your peers will come down a fair amount from the original proposal. How are you guys thinking about that? Do you have any insights on how much it may fall from the original proposal to where you are today?",positive,0.9843972325,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah. When I said we're at $30 billion of excess, that is assuming Barr's speech, that the 20% goes to 12% or whatever it is, more. It'll be more than that because there are other factors involved. Now, I was just giving the minimum of excess capital. In my view, it would be more, but it is what it is and we'll wait to see the final numbers.",neutral,0.9327747226,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"But, Gerard, just maybe to give you a bit of color. So, yeah. Obviously, everyone paid a lot of attention to that speech. It was an important speech. But in the end, we actually just really need to see the proposal because the details matter a lot for this stuff. And so our focus is on hoping to see the proposal so that we can process the detail and continue advocating as appropriate. I note that you talk about requirements coming down relative to what was originally proposed which was obviously true per the speech, but I do think we need to be a little bit careful not to fall into the trap of saying that that's like progress just because the original proposal was so dramatically higher than what anyone thought was reasonable. And I would remind you, which you obviously know, that before this proposal came out, it was our position strongly felt, that our then-prevailing capital requirements were, if anything, already more than we needed. So we've got a long way to go here, and I think our position, which Jamie has been articulating very consistently, is that they need to get it right with the right amount of work, and importantly, do it holistically so it's not just RWA. It's RWA, it's G-SIB, it's SCB, it's CCAR. So that's really what we feel strongly about.",positive,0.9970657229,Capital adequacy
JPMorgan,RBC Capital Markets LLC,2024,Q3,analyst,"Very good. And then as a follow-up, in view of this excess capital and your comments a moment ago about direct lending, you look at your current cash and marketable securities on a risk-weighted asset basis, you put it in your presentation of course, $1.5 trillion. Average loans is $1.3 trillion. When the dust settles, you know what your capital requirements are. Can you frame out for us, levering up the excess capital with more loans, is that a path that might be considered over the next two or three years relative to where you are on a mix basis? I know you're going to grow your loans, but I'm talking about the mix.",neutral,0.9784775972,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"And I do think, Gerard, it depends a lot on what type of loans you're talking about, right? So I think in the end, as Jamie says, like it's capital. We're going to deploy it ideally to grow the franchise organically, and that could include loans that are almost good loans on a stand-alone basis, as well as loans that are part of an overall relationship, what we're getting other revenue as part of that. So it's the same strategy that we've always had, but I wouldn't think of it as like excess capital to be deployed against a particular product. I would think of it as it's there for a rainy day. Let's hope the environment doesn't deteriorate a lot, but if it does, we'll be ready. And there will be opportunities hopefully to deploy it against a client franchise or against a stock. And if not, we'll return it. But not now.",positive,0.5642817616,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"I would say, Matt, generally no, frankly, with a couple of minor exceptions. So I think it's probably fair to say that the outperformance late in the quarter in investment banking fees was to a meaningful degree, as I mentioned, driven by DCM as well as to some degree driven by the acceleration of the closing of some M&A transactions. And I do think that some of that DCM outperformance is in the sort of types of deals that are opportunistic deals that aren't in our pipeline, and those are often driven by treasurers and CFOs sort of seeing improvement in market levels and jumping on those. So it's possible that that's a little bit of a consequence of the cuts. As I think I mentioned we did see, for example, a pick-up in mortgage applications and a tiny bit of pick-up in refi. And our multi-family lending business, there might be some hints of more activity there. But these cuts were very heavily priced. Right? The curve has been inverted for a long time. So to a large degree, this is expected. So it's not obvious to me that you should expect immediate dramatic reactions, and that's not really what we're seeing.",positive,0.9993077517,Market risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah. And also in the debt markets, rates came down, spreads are quite low, and markets are wide open. So it kind of makes sense that people are taking advantage of that today. Those conditions may not prevail, be the ongoing conditions late next year.",positive,0.9986114502,Market risk
JPMorgan,"Deutsche Bank Securities, Inc.",2024,Q3,analyst,"And then specifically in the debit and credit card spend that you guys break out, you had nice growth year-over-year, up 6%, flat quarter-over- quarter, I know there's a lot of seasonality 2Q to 3Q. I think last year, it was up about 1%. But are you seeing any kind of changes in the consumer spend either the mix or some signs of a slowdown later in the quarter? Thank you.",positive,0.9996827841,Credit risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"So I think what there is to say about consumer spend is a little bit boring in a sense because what's happened is that it's become normal, so meaning – I mean, I think we're getting to the point where it no longer makes sense to talk about the pandemic, but maybe one last time. One of the things that you had was that heavy rotation into T&E as people did a lot of traveling and they booked cruises that they hadn't done before, and everyone was going out to dinner a lot, whatever. So you had the big spike in T&E, the big rotation into discretionary spending, and that's now normalized. And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment. But given the levels that it started from, what we see it as is actually like normalization. And inside that data, we're not seeing weakening, for example, in retail spending. So overall, we see the spending patterns as being sort of solid and consistent with the narrative that the consumer is on solid footing and consistent with the strong labor market and the current central case of a kind of no-landing scenario economically. But obviously, as we always point out, that's one scenario and there are many other scenarios.",positive,0.9988627434,Market risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"I think the chance of that is almost nil and I probably am not going to do it, but I've always reserved the right. I don't make promise to people. I don't have to. But no, I love what I do. I intend to be doing what I'm doing. I almost guarantee I'll be doing this for a long period of time or at least until the board kicks me out.",neutral,0.8002898097,Governance
JPMorgan,Wells Fargo Securities LLC,2024,Q3,analyst,"Let me take the flip side of that question for those of you who are worried about you leaving. The other side of the question is we were on these calls the last couple of years. You're saying the stock is over-valued, and I think that's what you're saying. You're saying the stock market is over-valued and therefore all stocks are over-valued. And on the one hand, you guys, you highlight on this call AI, tech, market share gains, high returns, high capital. So, do you think in some ways when we think about the value of your price, and your ability to do buybacks, you're thinking more about an old school model for valuing your stock as opposed to a new school model that might put you in the category of more tech-oriented firms, especially as it relates to your progress with AI.",neutral,0.8336592913,Capital adequacy
JPMorgan,Bank of America Merrill Lynch,2024,Q3,analyst,"Yeah, good morning. I guess just wanted to follow-up. You talked about private credit and the disruption to bank lending. Another area I would appreciate if you can address is we've been hearing a lot about the likes of Jane Street and other market makers potentially disrupting fixed income trading. Is that a real risk? And is there an opportunity for a firm like JPMorgan to actually compete on the private venue side on market making beyond traditional sort of FICC activity?",neutral,0.9524348378,Credit risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah, Ebrahim, the way I would frame that is not as a risk but as a reality. We've always emphasized in all of our businesses that we operate in an extremely competitive environment, and that applies to – and that competitive environment isn't limited to competing against banks or traditional financial institutions. It extends in the consumer space to fintechs. And in the market making space, it obviously increasingly is extending to some of the types of firms that you're referring to. Now those firms are, in many cases, also clients. And that's the same type of dynamic that you see, for example, in the private credit space that we've discussed before. So there's no question that the ecosystem is changing. You've got new competitors. You've got changes in market structure, new dynamics. And as with any business, we are innovating and adjusting and making sure that we're prepared to compete in all the traditional ways and all the new ways. Of course, there are some ways in which being a bank hinders our ability to do that. And one of the arguments that we've made going back to the capital and liquidity regulations is that when you come to the impact on the kind of U.S. capital markets ecosystem, which is the end view of the world, its worked well in its current construct for a long time where some activities were inside the regulated perimeter and there was robust participation from unregulated capital of various sorts. And a world where more and more of that activity gets pushed outside of bank market makers is a meaningful change to that structure that is untested, and it's unclear why you would want that. And we've cautioned that if that's the intent of the regulations, it should be intentional and well-studied. But in the meantime, we're going to adjust and compete to the best of our ability given the constraints of the current rule set.",positive,0.5914780498,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"The previous answer on the private markets, it remains to be seen how that develops. There is a little bit of that, and some people are talking about making more active things in private markets. In some ways we're well-positioned for that too, because for that you need liquidity, market-making valuation, buyers and sellers on both sides to create liquidity. So that hasn't developed yet, but we may have competition, but we'll be there when the time comes. And the second one is the public markets. You have seen reports about you have deal inventories, both corporate and treasuries. And I do think that's capital. But again, we do it, remember, for clients. So we are large market makers on both sides of the markets for clients in both credit and treasuries, which is a little different than some of the other people just trading for their own account. And so they are both competition from our standpoint, but we're there. We're going to do it. We're can always deploy more capital if we want. And we would even deploy more capital at lower returns if we really had to do that to service clients. So we're very conscious of it. There will be competition both sides. As Jeremy said, we sat here 10 years ago talking about the electronification of the business and can we keep up with that, and so far we have.",neutral,0.7877607942,Capital adequacy
JPMorgan,Bank of America Merrill Lynch,2024,Q3,analyst,"Got it. And just one quick one. And, Jeremy, you, I think, mentioned QT stopping at some point. We saw the repo sort of market spike at the end of September. Give us your perspective on just the risk of market liquidity shock as we move into year-end and do you have a view on how quickly Fed should recalibrate QT or actually stop QT to prevent some loss? Thanks.",positive,0.9975361824,Liquidity
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah. It's a good question, Ebrahim. But I think you've kind of answered your own question. In other words, like the argument out there is that the repo spike that we saw at the end of this quarter was an indication that maybe the market is approaching that lowest comfortable level of reserves that's been heavily speculated about. And recognizing that that number is probably higher and driven by the evolution of firm's liquidity requirements as opposed to some of the more traditional measures. And side point, it's just another reason why it's important to look at the whole framework holistically when we think about the regulatory response of the events of two springs ago. You don't want those types of spikes and it raises some questions about why there isn't more readiness to deploy into those types of disruptions, albeit this one was relatively minor. But in any case, when you put all that together, it would seem to add some weight to the notion that maybe QT should be wound down and that seems to be increasingly the consensus that that's going to get announced at some point in the fourth quarter. So my only point was if you play that view through, it's a residual headwind for system-wide deposit growth which gets removed. And that's one of the reasons that we feel that we're probably in the trough of our deposit balances at the level of...",positive,0.9988413453,Liquidity
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"So I just want to add a couple policy things here. I'm not actually sure they can actually do that, because you have inflationary factors out there, partially driven by QE. And also, look at the volatility. It's not a risk to JPMorgan. It's a risk to the system. And what banks have, I already mentioned the constrained balance sheet a little bit. So the banks will have trillions of dollars of cash and unable to deploy the repo markets. And is it a good policy thing that every time that happens, because you can do it very safely, fully collateralized, all things like that, providing what I call flexible financing in the marketplace, that that happens, the Fed has to step in every time? I think that becomes a policy issue that every time there's some kind of fluctuation in the market, people panic and the Fed has got to step in and provide stuff. And can they always do that if you have a slightly more inflationary environment going forward? So I think you've got to be very thoughtful about this and that's why we do think they should look at calibrating SLR and ECLR and CET1, all of these things, particularly for this. So my view is, it is going to happen again. I can't tell you exactly when, but I'd be surprised if it doesn't happen again.",neutral,0.9749799967,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"– that there's lots of different offsetting factors right now, right. You've got the yield curve, you've got Card revolve, you've got balances. And balances have been a headwind. We now see it as neutral and they could potentially become a tailwind later in the year. And one of the potential reasons for that is – one of the potential reasons for that is the potential end of QT, but emphasize the word potential, to Jamie's point. You also obviously have a little bit of the fixed asset, fixed-rate asset reprice dynamics starting to flow through a little bit. While we're on NII, just to annoy Jamie a little bit more, I do want to make a point that I didn't get a chance to make previously, which is there's a reason that we emphasize the implied fourth quarter run rate for the Markets NII in the presentation which is that if you take that and you annualize it, it gives you a launch point run rate, which is significantly higher than what's currently in the consensus and obviously what we've seen this year. And I'll give you the concise version of my usual speech that changes in Markets NII are almost always bottom-line neutral and offset in NIR. But for the purposes of trying to help you guys with your models, I would just encourage you to recognize what that launch point is, the number of cuts that are in the curve, the fact that that number has historically and in the recent past has been quite liability-sensitive, so you can draw your own conclusions about what that should mean. Again, shouldn't change the overall revenue expectation. It's just a balance sheet and income statement geography issue. But just for the sake of helping you tidy up models, I wanted to make that point.",positive,0.9984200001,Market risk
JPMorgan,Morgan Stanley & Co. LLC,2024,Q3,analyst,And so Daniel's comments in September were on NII in total or NII ex. Markets? Could you just clarify that?,neutral,0.9986051917,Market risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"No. Those were core NII or NII ex.. So again, reiterating at the time, the 2024 consensus was $91.5 billion. The 2025 consensus was $90 billion on NII ex. and our point was that that number, which remains an asset-sensitive number, indicated an insufficient amount of sequential decline year-on-year. The current consensus as we see it for NII ex. Markets is $87 billion. And as we've noted, that's closer albeit maybe still a little bit toppy.",negative,0.9952860475,Market risk
JPMorgan,Morgan Stanley & Co. LLC,2024,Q3,analyst,"Okay. Then one for Jamie. Jamie, we did talk already quite a bit about the capital that you have, capital in store. Just wanted to understand how you're thinking about that opportunity set that's in front of you with regard to using it for potentially portfolio acquisitions. I realize that depositories are not on the docket, but we all know there's portfolios out there that might be looking for a home. And could you give us a sense as to how interested you might be in acquiring assets at this stage?",neutral,0.9969605803,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Yeah. So asset acquisitions, I mean I always want our people to be looking at those things and thinking about those things. But if you listen to what I'm saying about my caution about the world, it's hard for me to say that we're going to be in the market to buy credit assets.",neutral,0.9932216406,Credit risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"But creating those assets to help clients. That's a whole different matter because when it comes to clients, we earn credit asset spread and we usually have other stuff. If our bankers can deploy capital that way, of course be that we want to do more. And our CIO could deploy capital in multiple ways, we would probably do more. And we ask all the time can we do more in affordable housing, can we do more in things we're actually quite comfortable. And yeah, if we could find ways to deploy capital, we would be happy to do that. But put us in your closest category...",neutral,0.9911623001,Capital adequacy
JPMorgan,Morgan Stanley & Co. LLC,2024,Q3,analyst,"And what about like a private label credit card, for example.",neutral,0.9992448092,Credit risk
JPMorgan,Morgan Stanley & Co. LLC,2024,Q3,analyst,"I'm just wondering about private label credit card for example. Is that something that would help clients? Jamie Dimon Chairman & Chief Executive Officer, JPMorgan Chase & Co. Almost no chance.",neutral,0.9823609591,Credit risk
JPMorgan,"HSBC Securities (USA), Inc.",2024,Q3,analyst,"Hey. Good morning. I'm not going to ask about a specific NII in 2025, but I did want to delve into the how to think about your deposit margin in volume dynamics in the CCB over the next few years. You have seen a decent amount of pressure in the deposit margin, 2.6%, down about 30 basis points as deposit balances have come down, so it put some pressure on deposit NII. But deposit margins are still well above where they were when rates were at levels that are consistent with where the forward curve now has been going. So I guess how do we think about both volumes and margin dynamics if rates do come down, say, to the level that are consistent with the forward curve? I know the forward curve is likely going to be long, but that's the reference point we have. And conversely, volume offset. You mentioned, Jeremy, the retail deposits becoming a tailwind. But, I guess, how much of a tailwind could they be, especially as you are expecting to gain quite a bit of market share in retail deposits? So just give us a sense of sort of the push and pull of these dynamics that really help drive the deposit, the value of the deposit franchise.",negative,0.9849725366,Market risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Sure. Yeah, thanks for the question, Saul. And I think you've laid out the building blocks there already. Just for simplicity, I'm going to try to answer your question without referring to the disclosed CCB deposit margin number, just because that number is obviously the combination of the rate paid on the CCB deposits and the internal FTP into that. And that is a complicated thing that evolves as a function of the modeling of the betas and other things. So I think it's actually more helpful to look at this simply from a Firmwide perspective and look at the evolution of the rate paid in the context of the policy rates roughly, and just set aside the duration management and all those sort of factors. And I think when you do that, what you see is we've been saying for a while that the deposit margin defined for these purposes is simply the difference between the policy rate and the weighted-average rate paid of the consumer deposits, was unsustainably high. And that was going to have to correct one way or the other. Either deposits were going to reprice at the product level through checking and savings, and/or we were going to see a ton of internal migration, i.e. growth in the CD mix, and/or we would see a lower policy rate. So as we sit here right now, of course, we make pricing decisions in the context of market competition at any given moment looking at what the environment is for deposits, but we have not needed to reprice in order to retain primary bank relationships which was also our core strategy. We were never going to chase sort of the hot money at the margin. We've leaned in heavily to CDs and gotten to the current level of CD mix, and that's been a good strategy. And from where we sit now, we now have the margin coming down as a result of the policy rate coming down. It seems that, that puts us in a pretty comfortable position from a pricing perspective. We think the CD mix has probably peaked. Now, on the way down, it's not going to go back down to zero, where it was at the beginning of the cycle. That's an important thing to realize. So all else equal, that creates a little bit of margin compression. And then through all of that, obviously, a lower yield environment should mean that there's a little bit less outflow from consumer deposits, as I mentioned. We're seeing a lot less yield-seeking behavior. So then when you overlay on to that what you mentioned, which is our long-term share growth in CCB deposits, in no small part as a function of the brand strategy and the buildout and the fact that only about a quarter of our top 125 markets in CCB are at that 15% share number, so we believe there's big opportunity to grow the rest of it and be on track at the type of average annual share growth of the order of 30 basis points or 40",positive,0.9769425392,Market risk
JPMorgan,JPMorgan Chase & Co.,2024,Q3,banker,"Very good returns in business in both Banking & Wealth Management. We're growing market share. And when we build branches and stuff like that, we don't necessarily assume current margins. We look at what would be normal margins over time. And we're very comfortable doing very nice business for you all.",positive,0.9993491769,Market risk
JPMorgan,"Deutsche Bank Securities, Inc.",2023,Q4,analyst,"Okay. And then just separately, you bought back couple of billion dollars of stock this quarter. What's your thought process on buybacks given the strong capital generation, but also some uncertainty on regulatory proposals?",positive,0.953012526,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Yeah. Good question. And I think you framed it exactly correctly in the sense that we obviously have a lot of buyback capacity in general based on our organic capital generation. So, the normal capital hierarchy will apply. But for now, we plan to remain on a modest pace of buybacks consistent with that kind of $2 billion net buyback a quarter number that we've talked about and that you've seen us do, in light of the – probably the need to continue building to have a bit of a buffer, as you said, the uncertainty about the finalization of the rules. And also just as a reminder, the SCB is probably a little bit low right now and has been quite volatile. So, that's another factor that we need to keep in mind.",negative,0.9719647765,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Yeah. Both good questions. So let's do reprice first. So, I think all else equal, this more dovish Fed environment and these six cuts has the effect of taking a little bit of pressure off the reprice, especially product-level reprice. At the same time, we do continue to expect internal migration, particularly out of checking and savings into CDs, and in Wholesale, a little bit of ongoing migration out of non-interest-bearing into interest-bearing. And that trajectory, I would expect to continue even in a lower rate environment. So, as a result, if you look at weighted average rate paid, for example, for the consumer deposit franchise, we would actually expect that number to be a little bit higher, just even in a world with six cuts. And that's actually intuitive when you think about it, as people continue migrating into CDs, but maybe a little non-intuitive if you're kind of trying to do beta type math with like change in rates and change in rate paid. It gets a little bit non-intuitive. And then, in terms of balances, yeah, you'll note that I said that our outlook is for balances to be very modestly down, which when you consider the QT, despite the various speculations about having it slow down later in the year, continues and that loan growth in the system as a whole is expected to be quite muted. It's a pretty modest decline outlook consistent with the lower rates. So, I kind of agree with you that this environment is at the margin, a little bit more supportive for system-wide deposit balances. And then, obviously, we continue to be optimistic about our ability to take share in deposits based on our customer value proposition across all of our different businesses.",positive,0.9987687469,Market risk
JPMorgan,Bank of America Merrill Lynch,2023,Q4,analyst,"Hey. Good morning. I guess maybe one question looking at your statement, and I think Jamie is quoted as saying as he sees the consumer as resilient and the market expecting a soft landing. I would love to hear – I'm not sure Jamie's on the call – but maybe, Jeremy, I would love to hear your thoughts around do you believe that the outlook for a soft landing has increased? Is the market pricing in correctly? Or when you look at your customer base, are you still worried about the lagged effects of the rate hikes?",positive,0.9991230369,Market risk
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Right. Okay, Ebrahim. So, I think a lot of those things aren't actually mutually exclusive. So, statement one, I think it's uncontroversial that the economic outlook has evolved to include a significantly higher probability of a soft landing. That's, I think, the consensus at this point. So, whether you believe it or not is a separate issue, but I think that is the consensus. In terms of consumer resilience, I made some comments about this on the press call. The way we see it, the consumer is fine. All of the relevant metrics are now effectively normalized. And the question really, in light of the fact that cash buffers are now also normal, but that that means that consumers have been spending more than they're taking in, is how that spending behavior adjusts as we go into the new year in a world where their cash buffers are less comfortable than they were.",positive,0.999139905,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"So, one can speculate about different trajectories that that could take. But I do think it's important to take a step back and remind ourselves that consistent with that soft landing view, just in the central case modeling – obviously, we always worry about the tail scenarios – is a very strong labor market. And a very strong labor market means, all else equal, strong consumer credit. So, that's how we see the world.",positive,0.9951249957,Credit risk
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Yeah. So, good question on the multi-family, and the short answer is that, for us, it's pretty uncontroversially no – no bleed-through. And the reason is that while we are aware of some of the pressure on multi-family, that's in kind of different markets from the ones that we are actually big in. So, it's higher-end stuff in much less supply constrained markets that is under more pressure. And as you know, our multi-family portfolio is much more affordable, supply constrained markets. And so, the performance there remains really very robust.",positive,0.9993730187,Market risk
JPMorgan,UBS Securities LLC,2023,Q4,analyst,"Hi. Good morning. My first question is a follow-up on Matt's with regarding the buyback. You printed 15% CET1 in the quarter. On a net basis, net of RWA growth, your net income produces 51 basis points every quarter. Again, that's net of RWA growth. I'm wondering what guideposts you're looking for, Jeremy, in terms of that buyback increasing from that $2 billion a quarter. Do we need to wait for Basel III finalization, which seems like it could be quite delayed? Or will having clarity in the June D-FAST results – you mentioned the SCB – sort of be enough that you could reconsider this pace over the medium term?",positive,0.9977782369,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Yeah. Erika, that's a good question. And I understand what you're asking – why you're asking it. I think the answer is going to be a little bit unsatisfying, which is that this is classic decision-making under uncertainty and it's kind of a probabilistic cloud of a variety of different factors. But, all the ingredients that you've listed are the right ingredients; right, very strong organic capital generation, uncertainty about the finalization of the rule, uncertainty about the SCB requirements, and obviously, our normal capital hierarchy, which is that buybacks are always at the bottom of the hierarchy after we're done using the capital for our other priorities. So, I think what I said previously stands, which is that we're sticking with the modest pace for now. But obviously, we have a lot of flexibility to adjust that whenever we want under the current regime, and we may well do that.",neutral,0.4158781469,Capital adequacy
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Yeah. Mike, thanks for the question. And yeah – and of course, you will, as I noted, be hearing more from us at Investor Day and between now and Investor Day. But I will take a little bit of extra time here to answer your question, because you're right, it's important to give you the transparency. And I'm going to follow the structure that we used on the page and go through each line of business. So, starting with CCB, it's the biggest dollar driver overall. It's an 8% increase year-on-year, which is about the same as we had last year. One key driver is the branch strategy and the associated staff for that. In 2023, we built 166 new branches, and we're planning about a similar number this year. Marketing is also a driver. We're seeing great opportunities, great demand and engagement in our Card products. And so, that shows up in marketing. And as you well know, our wealth strategy in CCB remains a big focus and priority. I think it's worth noting here, right, that as we've talked about and as you know, Mike, some of our investments are designed to produce short- term payoffs and some of them are much longer-term and some of them are just table stakes. But we actually see quite a bit of evidence of current payoffs in our current results in the CCB investment. So, for example, in 2023, we had 2 million net new checking accounts. We had an 8% growth in active card accounts. And over the last three years, we've increased deposit market share by 180 basis points. So, as we've often said about the company as a whole, we're very happy to be producing very good current returns and growth while investing for the future. In AWM, continued client advisor hiring is a key driver, as well as making sure that both the advisors and all of their new clients have the support that they need. And a little bit to the prior question, in AWM, we also have a little bit of volume and revenue-related driver tied to an improved revenue outlook. The Commercial Bank is an interesting story in the sense that about half of it is the exit rate impact of ads that we did in the middle of the year based on market disruption and all the kind of new clients and new loans that we saw and the need to support that across the entire ecosystem. As well as the fact that that created an opportunity in the middle of the year to accelerate our longstanding and preexisting innovation economy strategy. So, we took some opportunities to onboard some key teams in different parts of the franchise. And then, as you look into 2024, it's really pretty consistent themes to the ones that we had before, including hiring bankers both domestically and internationally. The CIB story is a little bit different. The percentage growth there is lower, which recognizes, I think, both our very, very strong share positions as a starting point and also the fact that we've been investing quite aggressively for some time in the Payments business, which has produced meaningful payoffs already there in terms of significant share gains. So, as a result, the biggest driver in the CIB is really generic inflation, including labor as well as, again to the prior question, volume and revenue-related increases tied to the improved NIR outlook. And I do want to say for the avoidance of doubt that despite all of this, our core strategy of looking very granularly at all the areas of strength and weakness and making sure that we're upgrading where appropriate to have absolutely the best talent in the CIB remains fully in effect.",positive,0.9995643497,Market risk
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Finally, you'll note that I haven't actually talked about technology in any of the businesses, and that's actually because even though all of the businesses in various ways are investing in technology and spending money on it, the drivers are actually very consistent across the entire firm, even though it's very bottoms-up driven. And those drivers are consistent with what they've been, new products, features and customer platforms, as well as modernization. So, that's happening throughout the company both at the app level and otherwise. And I will say actually in closing, talking about technology – which I think is interesting – that to the point about a driver being growth writ large, one of the things that we see is higher volume-related technology expense throughout the company. So, thanks for the question, Mike. It was a good opportunity to give you guys a bit more color here.",positive,0.9899218678,Market risk
JPMorgan,JPMorgan Chase & Co.,2023,Q4,banker,"Thanks, Mike. Operator: Next, we'll go to the line of Gerard Cassidy from RBC Capital Markets. You may proceed.",neutral,0.9988312125,Capital adequacy
JPMorgan,RBC Capital Markets LLC,2023,Q4,analyst,"Jeremy, coming back to your outlook and forecast for net interest income for the upcoming year with the six Fed fund rate cuts that you guys are assuming, can you give us a little insight why you're assuming six cuts? Is it your customers are telling you that their businesses are weaker or is it your just economic outlook, the forward curve? Can you give us something behind why you're assuming so many rate cuts?",negative,0.9803863168,Conduct risk
JPMorgan,RBC Capital Markets LLC,2023,Q4,analyst,"Okay, very good. And then, as a follow-up, obviously, you pointed out also in the outlook you're going to have some deposit attrition. You had some, of course, in 2023. Can you guys give us some insights on the impact QT is having on the deposit base for your organization? And second, are you surprised that QT hasn't been more disruptive to the liquidity in the markets?",positive,0.774958849,Liquidity
